No.,fomula,Oct1,,,,Oct2,,,,Oct3,,,,Oct4,,,,Oct5,,,,Oct6,,,,Oct7,,,,Oct8,,,
,,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion
260,C8H45Br24Ca8N11,3.6353382853401204,4.2571405865977185,0.04887761354921283,0.049445144147163944,1.378353999668388,34.263483363145035,-0.026915113582548056,0.4363214705700873,2.582087231760263,1.5553715903126244,0.07613817046906268,0.05227252615614297,4.444110182675789,34.29751259504218,-0.05237184527055483,0.4369900449825743,4.742296847687299,32.972271104012265,-0.0579145892319306,0.428104226368891,1.8846516045728021,2.155708965175952,0.07202284238900125,0.066621156453337,1.9258965540448658,37.78774453812296,-0.01789880041557579,0.465302202756563,3.8667827390696443,3.6727503005617144,0.06840818953517269,0.050128620004295854
261,C8H44Ca8Cl24N12,4.058599338074023,8.56142428230902,-0.16543405965181934,-0.09810847443541704,1.0416504342664499,16.265703921558607,-0.16743834065572916,-0.005079983490628326,1.7650510088201523,2.1227251481964258,-0.09226094771855653,-0.03511263463588765,5.52529617087631,30.807433555114823,-0.17181968951743487,0.32200147326096307,4.38658059034952,24.546327813011587,-0.16536000548666596,0.35507724619930325,1.016990654036007,16.00038298106912,-0.11268490201957704,0.2898120957658392,1.0983676082029283,35.35940205599251,-0.15318345575227843,0.29301291911680316,3.2118348717615484,7.160291676542649,-0.08313869047421285,-0.060060291062790316
262,C8H47Cl24N9Pb8,5.497324655642215,6.699562262705409,0.026846551093581805,0.06265850941632589,6.136110585285956,3.080384327769242,0.019579079641097952,0.06857540238038462,2.558574492641172,9.903657081847685,0.022554748640223554,0.06778442115109451,4.117369620936003,5.993643174081032,0.013080340596783646,0.06532448003349689,3.8491164683101315,5.006178084927599,0.011448367718866148,0.06293762776488077,1.999394741785222,6.506629578713813,0.01480069757129554,0.06664566132558791,3.1125415974061212,5.966476805289367,0.01756938307263578,0.07893856744154615,2.4262388603730884,5.272736076078875,0.006822296765947922,0.07216929474579503
263,Cl24Cs5KPb8Rb2,0.09982290110738072,0.4955524247843129,-0.006769926948823279,-0.007732698588557518,0.09836033911577147,0.5007186520803322,-0.006768304962515348,-0.007229318827852271,0.1003393439749723,0.22156838090396974,-0.007889001461810263,-0.00855559317105925,0.09964583294981821,0.1323910248464229,-0.007334961962937481,-0.00807607825381318,0.09886135710125442,0.23154718629923068,-0.007887583640939777,-0.00805262402714213,0.09815342409049777,0.15042635562929013,-0.00733558892311148,-0.007571530823740957,0.09919084648892373,0.2873338589356571,-0.00842564281646041,-0.007247458415552188,0.09774249197189988,0.29583680408282753,-0.008426414974374463,-0.0067421565281082785
264,Cl24CsK6Pb8Rb,0.08459711092133876,0.3966816516772899,-0.01775713760753428,-0.018585247614573586,0.08413264081083197,0.39931133168991967,-0.017755992259643083,-0.01811423142416002,0.08495513250436859,0.13854875998654445,-0.018794450379602257,-0.019344076766493412,0.08469675053174797,0.09772260574485153,-0.018270298726860812,-0.018909266246392775,0.08455039523731547,0.14444665269459153,-0.018793281906471115,-0.01887297865148918,0.0841943774780134,0.10822812873313817,-0.018271118074194348,-0.018437125171706814,0.08430178146253499,0.19398871840570886,-0.019289632476155116,-0.018148209028584272,0.08393529432948568,0.19914822704926757,-0.019290391538056895,-0.0176758291220227
265,Cl24CsPb8Rb7,0.04037062477321823,0.3918062608553727,-0.012180024319341065,-0.013037303424777491,0.04039991884206984,0.3966578512847357,-0.012178444960001311,-0.012551418530460712,0.04026058110867101,0.13020963324286883,-0.01324885424018385,-0.013829416407511452,0.040017049425728146,0.09220194059934922,-0.01271569009741702,-0.013371002946232391,0.04036069479028015,0.14105153295549694,-0.01324765529915739,-0.01334375963911194,0.04002349400576577,0.10848504159451308,-0.012716210584027277,-0.012884148579541677,0.0400635984341177,0.18852569588366844,-0.013766732382297864,-0.012576933840036109,0.04018734270690061,0.1971519985568663,-0.013767529125140676,-0.012089497402671512
266,Cs3I24K2Rb3Sn8,0.0342940255112012,0.46997160447569786,0.26209971339609295,0.26076194826686416,0.033668659279186386,0.4740033346291327,0.26210142635995526,0.26174638968754405,0.03427783184110922,0.14100633904186174,0.2599559022159741,0.2588077758857268,0.033621494724883405,0.06209189474002486,0.2617171916240544,0.2599031718514717,0.033590662420408535,0.15224659447242878,0.2599566012064032,0.2597899219410813,0.03299901650611327,0.08510174288486647,0.26171724661066387,0.26088700312366075,0.033751442373810954,0.1855012815000403,0.2596009712293643,0.2618609022343459,0.03305661504583668,0.19469542346164886,0.25960008551834246,0.26284573998386307
267,Cs4I24KRb3Sn8,0.03660077789294787,0.4775444879636297,0.26471365070324593,0.26334115873795305,0.035873090784832584,0.4805566196929952,0.26471502393481705,0.26433493680974296,0.036816787108156626,0.14660714797875096,0.26254823858160714,0.2613677136383359,0.03652352881690035,0.06393951286332192,0.2643284140412132,0.26247371905389505,0.03595289669357271,0.15550032468835767,0.26254907189834054,0.2623595455798329,0.03580189264816672,0.0833187011301865,0.2643281862762068,0.26346703319424547,0.03649127350736343,0.1918513150206128,0.2621915237638768,0.26445109382246645,0.035621792456566936,0.19920115157616133,0.2621907820919751,0.26544488183947346
268,Cs5I24KRb2Sn8,3.6349345258211656,3.2945047320850867,0.26194437123334113,0.29016464158310384,4.897430096190931,3.1905353091350133,0.26576305609379824,0.28647357515743765,13.958078448518155,1.9032693528677167,0.3515818099364423,0.3233062199035066,14.062595918061003,1.8391810360030707,0.3459147957053994,0.33048496457380194,14.092555019309827,1.9221104823924435,0.3507882679836918,0.3093817146749247,14.042224345792789,1.2570995813152999,0.34809898490996316,0.32018625486503316,3.72333256049182,2.4704856489381726,0.2583050082740308,0.28161129021696096,4.862340444288292,2.6444995726480993,0.2643266142327385,0.2752112112107401
269,Cs2I24Rb6Sn8,0.1453460592201452,0.42823767076119623,0.26551437135362255,0.2633131233706587,0.20094840881620257,0.8409151146148791,0.2645799500640966,0.26541852051361925,0.22926590778206032,2.819826828796421,0.2637630622438252,0.2674612198718531,0.20687250604345309,0.5290826970920178,0.2657222447752301,0.26614784214231024,0.20713191545736964,2.315544021537365,0.26460571573773395,0.264733580722357,0.23443631942461707,0.17571690505362345,0.2645425638787704,0.2670733310931297,0.16601417326023693,0.7245182955354954,0.26305188243727207,0.26329117599233776,0.1973586131426267,0.8125602514310365,0.26407952444155525,0.2639901287487052
270,Br24Cs3K3Rb2Sn8,0.06988798343735425,0.5353949730605256,0.06488233892232875,0.06369747506728585,0.06859627671084922,0.5597891666979812,0.06488686830613899,0.06436903597045518,0.07020547055009788,0.1335136394890058,0.06339478154540545,0.06250664580658993,0.06973383945188516,0.050365222171097825,0.06416381105436697,0.06325239317697706,0.06889295062617862,0.20765431298090395,0.06339889178462643,0.06317555754596516,0.06842967128010717,0.1685082664298427,0.06416524724646111,0.06392360501003624,0.06949514710631328,0.29500458909734845,0.06271565523782785,0.06444975850308321,0.06819333675925304,0.3358919772192592,0.0627168261116764,0.06512281314017665
271,Br24KRb7Sn8,0.020864678184295826,0.4971090556198997,0.061886482453882063,0.060703223531406,0.020340605000825462,0.5136211346201434,0.061890004925392095,0.061365001862270674,0.020995089212049962,0.09143107599225903,0.060433573288818376,0.05953307260675533,0.020985898648859802,0.01402418790079154,0.06118226619532985,0.06026636313109135,0.020423449696295393,0.15557423619154828,0.06043655494134592,0.06019334961493161,0.020457254305284996,0.1288453482015847,0.06118285927563205,0.06092910012673469,0.020918749949743187,0.25630661245883873,0.059763279436700234,0.061439420027843195,0.020351125178507345,0.2868191888027123,0.05976344494865149,0.06210313033272019
272,Cl24Cs3K2Rb3Sn8,0.08056177236805777,0.5715827652479306,-0.06866193238463447,-0.06977701063915198,0.07897372824263016,0.5945919958343676,-0.06865708244424296,-0.0692045263092802,0.08050556752667148,0.17540147000878062,-0.06995411936237383,-0.0707275400703824,0.07985142347868646,0.08368972508051774,-0.06941485870427089,-0.07011902395341663,0.07900220755800547,0.2381271949202772,-0.06994995814464877,-0.07015636419797744,0.07827082434033628,0.18395268931117603,-0.06941360754966164,-0.06954586602855528,0.07990444362957305,0.3597383050551266,-0.07066247111944124,-0.06915807572826083,0.07838904932697233,0.3946797854902708,-0.07066186538811303,-0.0685830791286115
273,Cs5Ge8I24K2Rb,0.15208870701898003,0.5446225908630404,0.12552560393110168,0.12407463515734296,0.15019094706568414,0.5488111690246725,0.12552862270717702,0.12472355337407848,0.15261305015835383,0.21192734170304328,0.12408871947604228,0.1228960547064224,0.15088294403676628,0.1375931647086784,0.12465634694300354,0.12371440181562621,0.15101634070229564,0.22961736024320853,0.1240909739461813,0.12354233942482029,0.1490022784392977,0.16197873045488978,0.1246553363835714,0.12436400884194176,0.1502193235718755,0.2818858705708232,0.12325487190381201,0.12489967855156525,0.1486046811350429,0.2923732057104412,0.12325257952073843,0.1255511540561005
274,Cs7Ge8I24Rb,0.039870894570078017,0.38684057435596325,0.1298502383542428,0.12824485864198065,0.03949115600445907,0.36248794171192716,0.12985157954169058,0.12909078533064378,0.04022854674165893,0.21084365908050748,0.1280077786563738,0.12664609898303292,0.03870116318792556,0.16968966736159732,0.1288650061045984,0.12772884282828878,0.038837235175218005,0.17288419122165843,0.1280074755299725,0.1274897731873268,0.03830201940931083,0.11644224197127724,0.12886184592205607,0.12857654387487916,0.03938321547702203,0.15356879005355098,0.12703396796418742,0.12932736463043737,0.03801143187091818,0.08568432128699018,0.12702863073459758,0.1301773566139528
275,Br24Cs2Ge8K3Rb3,0.20595789047733948,0.39884032495441596,-0.08292478538222037,-0.08432887270133271,0.2044995317351379,0.3685399064873214,-0.08292213021366912,-0.08379146985874453,0.20872583375785325,0.24982473570596148,-0.08409159630887819,-0.0851936410598979,0.20441348784956329,0.19239612835662415,-0.08407266920506729,-0.08445026362524954,0.20495266824015376,0.211218423393652,-0.0840921843647,-0.08466198620652943,0.20270519010739463,0.12827004792250754,-0.0840771025490743,-0.08391338288303762,0.20388972342715306,0.19982176843304617,-0.08522950063374823,-0.08358238714443811,0.20035540494631596,0.1353511171581035,-0.08523776865542088,-0.08304196744427372
276,Cs3I24K2Pb8Rb3,0.0393358371285899,0.5018094501343342,0.3217743122627845,0.32071882882444314,0.03857967344328017,0.5028589123621582,0.3217755137524967,0.3214006252278878,0.039260470819807276,0.2021594677864158,0.3202821053070819,0.31945918737942547,0.03843748897389787,0.10193677247652122,0.3213086412486703,0.3201812498147243,0.038443152105855916,0.20319576090427405,0.32028264610306634,0.3201397242489037,0.03769287721447772,0.1045364396205081,0.3213081582386308,0.3208633327962289,0.03862539874502819,0.24112388469321583,0.3198478525072077,0.3214457776044335,0.037790171060350985,0.24272228255774023,0.31984681329692455,0.32212844225273374
277,Br24Cs5Ge8Rb3,0.14793562369226265,0.46127627441749874,-0.06999938574923847,-0.07162955152982908,0.14558976089352882,0.456359185383644,-0.06999557476589624,-0.07099056111024238,0.14848276931168203,0.1939356600538218,-0.07140664221300108,-0.07271931316427693,0.1465689487437487,0.13802931477345043,-0.07123058854059483,-0.07183629458404006,0.14736435679738,0.19571018551834135,-0.07140329761792552,-0.07208452749899141,0.14428808365167356,0.13419852077954636,-0.07123439391859465,-0.07119667092744342,0.14501518664113391,0.23016805517146746,-0.07261584102965069,-0.07074259717861153,0.14382061446096137,0.22479077774090436,-0.07262083301031419,-0.07010044390252457
278,Cl24CsGe8K5Rb2,0.42496863668422746,0.6586482674563618,-0.22756512016666308,-0.22812681862947137,0.42035127114328036,0.7037496600634868,-0.2275599286026706,-0.22786438414147314,0.4307449476446142,0.5643129073397519,-0.2281350203235024,-0.2284210892753631,0.4328855137713301,0.47921826292941516,-0.22756704535531957,-0.2284268442983577,0.4261155065866035,0.6237811685834446,-0.22812935199770257,-0.22815799655805158,0.42807445318873466,0.547248657910331,-0.22756185580915345,-0.22816364728831973,0.4271133746230681,0.5130377570055931,-0.22812595946553804,-0.22813019480848595,0.42267430883910856,0.5732547728396048,-0.2281214881269613,-0.22786664981685556
279,Cl24Cs2Ge8K5Rb,0.7603768935102551,1.2436572926154137,-0.22456883771012315,-0.22531722627159345,0.7585380616925761,1.0988986334327326,-0.22460281072224264,-0.22531794396711868,0.769711523841275,1.1285863623411427,-0.22461851712313097,-0.2251115515571347,0.7735954999747009,1.1007387680650764,-0.22422382669002827,-0.2254395504512563,0.7671291563719833,0.9877049337825549,-0.22464831383780437,-0.22511298702725924,0.7723008190327662,0.9465255105972837,-0.22425820135369579,-0.2254406085628493,0.7656157466164586,1.1962313381983884,-0.22423465981919666,-0.225604435574692,0.7623993978441017,1.0531638328353412,-0.22427029349158056,-0.22560627365019092
280,Cl24Cs3Ge8K5,1.0627391182703128,0.7629641575815166,-0.22100124026235912,-0.2223044246413326,1.047599102216721,0.8567497701915877,-0.2209982383645941,-0.22202846900207085,1.0775423626609455,0.705105507449983,-0.22160022865027829,-0.22265996862782345,1.0781330835551854,0.6278316004453768,-0.2208030411518327,-0.22272250238750102,1.0647184686105156,0.7667739681108887,-0.22159577743001035,-0.22237448799934434,1.0639285102758338,0.7273149798438066,-0.22080810021763497,-0.22243731092904362,1.0624173648387818,0.6204535362111865,-0.2214207235930048,-0.22235518648302754,1.0486699408553595,0.7296431374474349,-0.22141814365557444,-0.22207605772926664
281,Cl24Ge8K6Rb2,0.12019552732413205,0.39690916216708627,-0.232146329780766,-0.23311531386762097,0.11648925092926107,0.3945670335040838,-0.23214480079317124,-0.2326933914256153,0.11919816122161521,0.11130789677746392,-0.23307357548667973,-0.23375330648168546,0.11918894596303176,0.038496980566565094,-0.23292751429621505,-0.23328668915993322,0.12049589591572354,0.12099796011693315,-0.23307114883237423,-0.23332991832667282,0.11565059749429452,0.057125676197708225,-0.2329297451054102,-0.23286171620754548,0.11543169359601303,0.19066970075320383,-0.2338369588209681,-0.2326469700920879,0.11656527210189863,0.19146640400536183,-0.23383888981591872,-0.2322221422627142
282,Ba8I24K5Rb3,0.00988855075399897,0.4184556376689217,0.5289506610327961,0.5277909262583926,0.009799268071503775,0.4095908719475974,0.5289502778402801,0.528777437641657,0.01001394590399439,0.20158488169249572,0.5268138421938606,0.5258103020448424,0.010175593361253732,0.11151978834062352,0.5288045258297056,0.5268756043387941,0.009933868341789776,0.18263381228261635,0.5268132683092177,0.5267966120867422,0.010085318758405874,0.0719978797624969,0.5288032191889038,0.5278623871399417,0.010051694162871116,0.15204904591476837,0.5266864747553455,0.5288604622240571,0.009973249229964318,0.12586668481248697,0.5266849667855613,0.5298478649691951
283,Ba8Cs7I24K,0.012315279935791068,0.4225207545175312,0.5361914695872105,0.5349951221443208,0.0120524225492602,0.4128264330362132,0.5361907495535898,0.5360059462959454,0.012223794980401033,0.20628634950782937,0.5339994406021318,0.5329583321117104,0.012026549686595445,0.117859133437042,0.5360479939341487,0.5340521298461054,0.011957186960475678,0.1860903695973728,0.5339989131404854,0.5339686914405402,0.011767225857425956,0.07740057342932213,0.5360464650029844,0.535062230141746,0.012140892005248932,0.15661349282069562,0.533874966649234,0.5360928426720557,0.011870700026162334,0.12875646717204342,0.5338736012023655,0.5371034772629231
284,Br24Cs2K3Pb8Rb3,0.08502325618110262,0.46058434219319705,0.12246189719668044,0.12145442648340055,0.08393647736554044,0.46478066870107954,0.12246367067622144,0.1220411119975835,0.08584051454016649,0.16021236689732668,0.12117841235394122,0.12044121862939505,0.08564450282517555,0.06531561338128779,0.12190183127141552,0.12104035643113331,0.08466983817788787,0.1685708166037089,0.12117954529158803,0.12102684691590415,0.08453273449163834,0.08420618361958966,0.12190115549395308,0.12162778821250075,0.08495832404127875,0.22499631272172446,0.12064472981688068,0.12205736133925527,0.08381182772393458,0.23193514124299167,0.12064358738982595,0.12264576124561222
285,Ba8Br24Cs2Rb6,0.011200159722648095,0.38694768146423686,0.31010221113040304,0.30855027965414195,0.011096150989601483,0.38318120699315483,0.31010183712628114,0.30989983997694903,0.011255551638981842,0.1292776687883706,0.30718570006896817,0.30579680343143334,0.011262593865012605,0.06806229271511545,0.3099403594444392,0.30727965690794523,0.011159589192810883,0.11745267716955007,0.30718562641077174,0.30714570933262175,0.011156891434580984,0.04147965370588527,0.30993972604263664,0.3086293596327492,0.011217879882258905,0.09605944025091172,0.307040495357918,0.3100350162179737,0.011123607258907436,0.07951685943520131,0.3070401652882726,0.3113851543034247
286,Ba8Cl24Cs3K2Rb3,0.023068337657605298,0.40586545578614264,0.15776961913851517,0.15672155609172078,0.022659185757021305,0.395352012135336,0.15776958343487957,0.15747257798034298,0.022942006699573178,0.21542369652145574,0.15613676367540252,0.1553549439869908,0.022412639988914407,0.12170184966111368,0.15739488703349336,0.15607314014412665,0.022511396318293464,0.19481493373736125,0.15613614806885234,0.15610514878111603,0.021979645855154953,0.08034294774638995,0.15739354925674887,0.15682397646321444,0.02256285583999329,0.17985704099611166,0.15577768503539513,0.15744398232163181,0.022152126169032726,0.154922182215339,0.15577577270134002,0.1581954055160355
287,Ba8Cl24Cs4KRb3,0.025619594093001297,0.4107401118051734,0.1592750978289561,0.15820907616784652,0.025080351162301895,0.4013641850926337,0.15927481758340667,0.15896629799405781,0.025627589658273903,0.21833753922376095,0.15762910173256683,0.1568302119202536,0.02546575823294006,0.12128515787854605,0.15889810182342456,0.15755397888747247,0.02507104898845114,0.2001489496159088,0.1576283900184401,0.15758585138015047,0.024906423948721113,0.08542807238625169,0.15889705693480538,0.15831137397827355,0.025473775557344425,0.18197385207421632,0.15726817419059502,0.15893724749034988,0.024937202466929875,0.16004914481783566,0.15726668846987613,0.15969554638305183
288,Ba8Cl24Cs2K5Rb,0.03460543441383379,0.396903150156881,0.15503014355927958,0.15398536303813604,0.03444471430699991,0.382476254043137,0.15502945922168587,0.1547258234497746,0.034927527617728917,0.21175364280292253,0.15342139150821144,0.15263682428919267,0.035163610793773614,0.12847950946039197,0.15465990473455404,0.1533452284066672,0.03477410030871476,0.1834906045652509,0.15342046350770966,0.1533763820797942,0.0350075098016589,0.07339731340836515,0.15465825865700555,0.1540862126935152,0.03487494784084197,0.17942504622107266,0.1530659060445303,0.1546984549458097,0.03471727514410177,0.1450545061542363,0.15306400391048713,0.15543990941976205
289,Ba8Cl24Cs2K6,0.04200436608564928,0.3860429540189026,0.15438934046109987,0.15336670240854122,0.041562678235465,0.3763960476559815,0.15438911462013438,0.15410868837956837,0.04234081456817436,0.19480468397594503,0.1527833233427467,0.15202179211409517,0.04237636477989781,0.1031828528172975,0.15402022727228415,0.15272826449992394,0.04190392298133741,0.17541343361178163,0.1527827941931812,0.15276338222429464,0.04192667088136659,0.05916402722788746,0.1540190745407939,0.15347117364547902,0.04207138120084922,0.1604949151779025,0.15242870350562443,0.1540774550413686,0.04164240100542218,0.13612115721491638,0.15242721848132534,0.15482056636545138
290,Cs2I24K4Rb2Sr8,0.010315956977564156,0.40107307721663543,0.37454819684293605,0.37320882452134585,0.009921157782116552,0.3964177012107644,0.37454850691229113,0.37432024740338443,0.010167742207939338,0.16563680056516558,0.37214059262137633,0.3709790495575116,0.00970255189926661,0.08648612286810238,0.3742729301733463,0.37219970203139585,0.0097775680062,0.1536821783732113,0.372140429512795,0.37208935118501696,0.009313750388884046,0.060055263339352925,0.3742721369571895,0.37331100161802233,0.00986921799668039,0.12111881390751643,0.37188268578840633,0.37443169025170686,0.009470728505704074,0.10432544661615623,0.3718814428271311,0.37554416513459543
291,Cs5I24K3Sr8,0.038992784718686835,0.4070416707957292,0.37877268845037726,0.37732568151086765,0.038511411703012755,0.3999927049145979,0.3787723670504666,0.37845501077057886,0.03921098242116949,0.17443040984737027,0.3763235252053856,0.375051636580805,0.03890984175765766,0.1006019458058241,0.37850097928083093,0.3762944131393233,0.03872594921191784,0.15740087221337193,0.3763234685849386,0.37617999319086737,0.038418966453747316,0.06672904731860109,0.37849960016296746,0.37742333980654585,0.03874297080443933,0.1320730565776359,0.37606942350798844,0.37857040239873596,0.03826814728996174,0.10867560470885758,0.3760683097554516,0.37970110746785224
292,Br24Cs2K4Rb2Sr8,0.01876563132233855,0.3931061107034221,0.14028794602885108,0.1392034680220604,0.018029640121795865,0.3872840687117616,0.14028817439670815,0.13999283524744577,0.01851548795955004,0.19286453002729034,0.1385761825384546,0.13775095077907284,0.01774555546518286,0.09827877583408154,0.13986794503196576,0.13853814193207237,0.017785717669518263,0.17983869082401818,0.13857593475965357,0.13853866173998464,0.017016445019464754,0.06864013736155355,0.1398670470660286,0.13932713650580464,0.018019975587014476,0.15434194621347108,0.13817124852015583,0.13999413883140344,0.017280751871202236,0.13815933395555896,0.13816993391222132,0.14078355395504927
293,Br24K3Rb5Sr8,0.027436725537455686,0.3873864100297774,0.13816682520798107,0.13705528149392432,0.027075595948957698,0.378883101376529,0.13816691252827606,0.13783531172772712,0.027655086292833652,0.19020075650090063,0.13647774752405661,0.1356205331653415,0.02744003990463284,0.1023558568808883,0.13774994774658778,0.13639907269690754,0.02730294114449785,0.17204952996094142,0.13647725902912589,0.13639906312388428,0.02707646832917021,0.06242530915033977,0.13774891354971386,0.137179072779003,0.027240123356855727,0.1540413671571409,0.1360754088223941,0.1378377039108014,0.026890876186571575,0.13117719095438585,0.13607381256976803,0.13861806501276863
294,Br24CsK6RbSr8,0.04667406659325858,0.36107769430708425,0.13694396677107923,0.1358575353440865,0.04641782274088577,0.34942828046101304,0.13694376912692086,0.13663403861106316,0.04680121239761225,0.1696289612566948,0.13525987426260855,0.1344277011073194,0.046543633095978976,0.09965139343762981,0.1365311170630954,0.13520349357647277,0.04656957266018441,0.14367336517165644,0.13525918176605733,0.1352025102639236,0.04628638604597768,0.0428993487711381,0.13652993391810986,0.13597992065419628,0.046442783029135966,0.1384170153154309,0.13485969229576922,0.13663614857581718,0.04621235095791313,0.10475250230330127,0.13485798685378025,0.1374129900598251
295,Br24K6Rb2Sr8,0.024514697323439805,0.3770481937903402,0.13542158092403112,0.1343362353022819,0.024251319772702118,0.36940557921161793,0.135421642590134,0.13510880552266924,0.024765774024176415,0.17826020869785014,0.13375076969453037,0.13291891193752203,0.02477741341363071,0.08942469256550889,0.13500924245099943,0.13368776268748483,0.024532220640460997,0.16189414258650375,0.13375043664282993,0.13369000765773897,0.024514928432864735,0.0500962709506339,0.1350083010318346,0.13446033613370556,0.02452449149408212,0.1424440770793547,0.13335244570676785,0.13510892954075615,0.024290010900521113,0.12130968476060203,0.1333510839205614,0.13588199722371108
296,Br24K2Rb6Sr8,0.01784419916324964,0.39539675703571614,0.13909374071141523,0.13797253551084276,0.017652305814408464,0.3884339391888045,0.1390938834232993,0.138756056701824,0.017783081015800974,0.19531134418260154,0.13739690561195328,0.13653196656374433,0.017286272980101103,0.10063798139365077,0.13867475702413268,0.13731382074695953,0.017592092856784067,0.18111962269414675,0.1373965885524746,0.13731393577311568,0.017095453497034896,0.0697272017991313,0.1386738541664414,0.13809715407662626,0.01736734219804248,0.15752189861835733,0.1369931342437778,0.1387582741912654,0.017175164504351415,0.13967604382980703,0.13699175402644093,0.1395420336758053
297,Cl24Cs2K6Sr8,0.09770458673909843,0.3643832311206349,-0.015611629200880994,-0.016545893008603763,0.09673989621239798,0.3545363039712857,-0.015611837589899036,-0.01591469754856023,0.09854211982415854,0.18432897174838656,-0.016977597665108757,-0.017646329708477015,0.09859451946664421,0.09396695889080257,-0.016031988477128944,-0.017066416635404646,0.09758343723630558,0.1660083759167865,-0.016978069372421523,-0.017016178971358542,0.09759413846040843,0.051160067876907994,-0.01603305452075654,-0.016435387471452678,0.09780822275858121,0.15381614299381063,-0.017385758347842728,-0.015962106270770438,0.09688498084397264,0.13066638656866617,-0.017387192601898693,-0.015330429664703438
298,Ca8Cs2I24K3Rb3,0.04379878799969106,0.38499765535315456,0.23934510714222723,0.23769396622721262,0.04326575969002988,0.38252030770865747,0.23934644820138162,0.23892398272333626,0.04407820017212261,0.11991540594021155,0.2366825849052927,0.23523303987434385,0.043940685655627476,0.0596165197607292,0.23884720988017527,0.23661980881257838,0.043524594790795845,0.11047192047310742,0.23668301523713486,0.23646158977406717,0.04340122774361872,0.036698674262676416,0.23884621617920088,0.23785043190693456,0.043750004133395685,0.09205758294372658,0.23620108154138997,0.23908146850370748,0.04320255957358654,0.07970320076365073,0.2361992204030332,0.2403145649926257
299,Ca8Cs5I24K3,0.05400151818261634,0.40189831608446486,0.24495706351494784,0.24320687252450757,0.053351461340611195,0.39806592259665957,0.2449582896448219,0.2444549378590395,0.054341477533588055,0.13913685463093028,0.24225002154447628,0.24070291532658716,0.053959056236891456,0.08046476703045244,0.24446207370892914,0.2421102663705028,0.053695057672864276,0.12763377874201676,0.24225033584034739,0.24194960197720228,0.053301734512217536,0.057820291159275075,0.24446095863861617,0.24335904372729145,0.053700036943817295,0.11195184953475339,0.24177256493621346,0.24461503581797173,0.053061638731990914,0.09739238025471302,0.241770549402752,0.24586606480918638
300,Br24Ca8Cs7Rb,0.031663822714648404,0.38781646532002656,0.02793480489532474,0.026445444597588796,0.03106202454182494,0.38354336623009955,0.027935221076292205,0.02741771042234653,0.031545962836784264,0.15589266107503966,0.025824615380312554,0.024605181424429468,0.031184904927243906,0.08708046713603067,0.02726381492286256,0.025663568878409926,0.03092065752790063,0.1454913576248239,0.025824998800035193,0.02557486109429563,0.030578738540565177,0.06776136945813988,0.027262722831113084,0.026635321155232372,0.03136754143011846,0.13715161280785004,0.025168771329202144,0.027505905861728852,0.030746478662090664,0.125364444878566,0.025167617427418243,0.028479613006430426
301,Ca8Cl24Cs3K2Rb3,0.09684645460720276,0.46469008234160125,-0.1413013860648067,-0.1422199238983417,0.09520915676174013,0.4563593638390203,-0.14130093842768465,-0.14161920794162608,0.09656818922425714,0.2851797456800812,-0.14261883817756837,-0.14325700791996887,0.09528491864904254,0.1905671123044099,-0.14188816947955463,-0.1426655365367253,0.09490449376199896,0.27029894734588683,-0.14261879147005851,-0.14265761905706054,0.09363468669459962,0.16735684448886196,-0.1418901972508313,-0.14206407093224938,0.09567215677408009,0.2565875529879537,-0.14318853400927312,-0.14162358470062753,0.09401388050841679,0.24052380412688446,-0.14319086722770047,-0.14102193421116027
302,Ca8Cl24Cs4K2Rb2,0.12540421474218988,0.5102963510233869,-0.13831485203100602,-0.13947645275285092,0.12341453944407939,0.5065835252665385,-0.13831499789667268,-0.13885883373316776,0.1260117619171601,0.32124729064822133,-0.1396606536682219,-0.14054037547592557,0.12527815939355946,0.21456030004353152,-0.13891724416794782,-0.13993236753706828,0.12400185622675508,0.3154060378850962,-0.13965997003984887,-0.13992410713814651,0.12326934479270521,0.20640839521695364,-0.13891908665409325,-0.13931465271922994,0.12479353895670313,0.2905343294749386,-0.14024283922208491,-0.13886204430060722,0.12280163238185082,0.2846461421304723,-0.14024384783307298,-0.13824254674493996
303,Ca8Cl24Cs3KRb4,0.06633748517046456,0.42216342325743106,-0.1396021609958038,-0.1405475749652081,0.06461543460636676,0.42059483925521,-0.13960128375180814,-0.13993461104328375,0.06650496486267343,0.23067712313040728,-0.1409421940836535,-0.14160526588602007,0.06711272317991757,0.12338372213100747,-0.14019519642468525,-0.14100129027448371,0.06479605689574441,0.22811107217316953,-0.1409414834987741,-0.14099322163519457,0.0654345169722516,0.11941201378722957,-0.14019631487547857,-0.14038766285569038,0.06694344175983247,0.20124417636124375,-0.14151964092071445,-0.13994165274375847,0.0652584149234201,0.1985185683550001,-0.14152095466524273,-0.1393272537872745
