No.,fomula,Oct1,,,,Oct2,,,,Oct3,,,,Oct4,,,,Oct5,,,,Oct6,,,,Oct7,,,,Oct8,,,
,,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion,rot_ang,ang_distortion,ver_distortion,hor_distortion
112,Ca2Cs8I24Pb2Sn2Sr2,0.0,0.0,0.29591150504950336,0.2648295510506684,0.0,0.0,0.2651608259779361,0.2930930683014368,0.0,0.0,0.32968553299135994,0.35992926045368456,0.0,0.0,0.359589922808198,0.3318439893366629,0.0,0.0,0.266090403932282,0.3004718791709853,0.0,0.0,0.32976882169097665,0.29755856724442964,0.0,0.0,0.3605195007625439,0.3258133473323843,0.0,0.0,0.2959947937491205,0.32856588745082016
113,Ba6CaCs8I24Sn,0.0,0.0,0.28240847636055255,0.3850974201520332,0.0,0.0,0.473832112083425,0.4750339194434767,0.0,0.0,0.601023146788445,0.4655866163315512,0.0,0.0,0.4516269712946701,0.5402847040784389,0.0,0.0,0.47226778665050917,0.47506039654399146,0.0,0.0,0.6414862815846272,0.4623025588671621,0.0,0.0,0.45006264586175426,0.5580143767285985,0.0,0.0,0.32287161115673424,0.3945869902271122
114,BaCs8GeI24PbSn3Sr2,0.0,0.0,0.3694910410059977,0.365106295021282,0.0,0.0,0.3840203975707688,0.37049528481627325,0.0,0.0,0.4208390996827118,0.44304926306047765,0.0,0.0,0.23185817225808236,0.2154233173358202,0.0,0.0,0.4304531658748423,0.24632238885352997,0.0,0.0,0.29282029712692736,0.2560746503772324,0.0,0.0,0.27829094056215675,0.34808791244981796,0.0,0.0,0.2414722384502137,0.3873240623005936
115,Br24Ca4Cs8Ge2PbSn,0.0,0.0,0.07749433005827422,-0.02208516310923736,0.0,0.0,-0.014934514794351372,0.07060853183493254,0.0,0.0,-0.04086599559248283,0.07228336842830974,0.0,0.0,0.07749433005827422,-0.02208515561905644,0.0,0.0,-0.01947214895717453,-0.012798027634322473,0.0,0.0,-0.01947214895717453,-0.012798028085894586,0.0,0.0,0.0729566958954515,0.06684292964768579,0.0,0.0,0.09888817669358207,0.09462323362363323
116,Ba5Br24Cs8SnSr2,0.0,0.0,0.15426120117199726,0.21943606626696877,0.0,0.0,0.1611182250238148,0.16443586705321245,0.0,0.0,0.35697120005309113,0.24345976532219504,0.0,0.0,0.2365600440207869,0.30366534333834716,0.0,0.0,0.24082280672108558,0.28559145477463144,0.0,0.0,0.3231216495698752,0.2820093755026205,0.0,0.0,0.3162646257180577,0.28543788742852927,0.0,0.0,0.12041165068878135,0.1669571656188138
117,Ba2Br24CaCs8Ge3PbSr,0.0,0.0,0.14745346945249027,0.0683048248907574,0.0,0.0,0.2153298744373644,0.19410248367693583,0.0,0.0,0.17778489719115997,0.28645707450790825,0.0,0.0,0.28869309724421344,0.23100297448138152,0.0,0.0,-0.07520491208957614,-0.03619908912205627,0.0,0.0,0.06603471570214703,-0.05519045714617965,0.0,0.0,-0.0018416892827275433,-0.021252254653742142,0.0,0.0,0.035703287963477326,0.11111446719821139
118,BaBr24CaCs8Ge2Sn4,0.0,0.0,0.028163421139083322,0.04201260357277148,0.0,0.0,0.18234299082505023,0.18488779442792946,0.0,0.0,0.00552236580715082,-0.020783661118154217,0.0,0.0,-0.016052195867791053,-0.00999638028068306,0.0,0.0,0.16181299502864555,0.06031232579679369,0.0,0.0,0.11759737802177117,0.06758859465003697,0.0,0.0,-0.03658219166419485,0.14467837949301954,0.0,0.0,0.14023843335370412,0.11531045097149706
119,BaCa2Cl24Cs8Ge2Pb3,0.0,0.0,-0.12548828578844207,-0.12338610030876396,0.0,0.0,-0.11306584324171798,-0.08728723704972108,0.0,0.0,0.028761872112152975,0.07488881426819383,0.0,0.0,-0.06176002139384407,-0.18170166872180804,0.0,0.0,-0.032017052950206626,-0.17851155299874089,0.0,0.0,0.031711211444391374,-0.05014662130045844,0.0,0.0,0.019288768897668174,0.021842074350491902,0.0,0.0,-0.12253894645620322,0.04218909759935352
120,CaCl24Cs8Ge3PbSn2Sr,0.0,0.0,-0.1387075743245334,-0.15091529286153094,0.0,0.0,-0.07344402170197073,-0.029174794165780504,0.0,0.0,-0.20426687068568272,-0.14436190298341955,0.0,0.0,-0.08847136817707968,-0.20225965423772108,0.0,0.0,-0.10319682638504046,-0.1632679890663642,0.0,0.0,-0.05296062023758674,-0.0631082267238341,0.0,0.0,-0.11822417286014941,-0.030476450412552758,0.0,0.0,0.01259867612356258,-0.016261515427593576
121,Ba2Ca3Cl24Cs8Sr3,0.0,0.0,-0.061781943890995894,-0.1595283251828281,0.0,0.0,-0.17642464606241726,-0.07381429019024077,0.0,0.0,-0.17642464606241726,-0.07381428759448072,0.0,0.0,0.005407427860908864,-0.07912313109124369,0.0,0.0,-0.033967180781767414,0.06417487905533692,0.0,0.0,0.03322219097013779,0.054219902087646155,0.0,0.0,0.1478648931415587,0.10470881933334253,0.0,0.0,0.1478648931415587,0.10470884029899041
122,C8H40Ba2GeI24N16PbSn2Sr2,2.1274958891184683,16.32313741631719,0.38494599624228387,0.5549862021567389,1.9391073181294056,12.092297872324687,0.4084773495487606,0.4935386868640128,1.9809697405022546,7.436137320025084,0.5593737844967648,0.5748045937903545,2.0152213603400257,10.81907502354437,0.47828013862917373,0.6310346310978807,1.2321077596338037,14.783462148653703,0.175575650063986,0.2949820184705243,1.1894670781237342,14.467444775807932,0.26398011269158594,0.384957491320415,1.3304457591097902,9.700389092207022,0.32360227877892944,0.3724155671203704,1.2702767765136358,10.806731263310402,0.3650741508239874,0.39844060398813674
123,C8H40BaGe2I24N16Pb4Sn,1.821446734561204,19.097466456366966,0.4519842255366493,0.6017051443854426,1.828545786610853,18.970180544199334,0.23470752187720478,0.3752440481727768,2.140020408201821,18.50373804489314,0.2266976125342115,0.36474768638400556,1.5649775376680704,16.668819290028235,0.31755761359013857,0.42733368418832907,1.6875536424071937,10.392907719155252,0.4324188053605025,0.41920916054127,2.2298676164429683,18.408592152562843,0.36318028590498175,0.5721718882138429,1.9685249146232533,15.708150487914342,0.4438766745145739,0.4781358688757331,2.066804522127963,25.678811794700632,0.2782261108134869,0.5942489178358019
124,Ge2I24K8PbSn2Sr3,0.0,0.0,0.31774351709157544,0.3041528982045465,0.0,0.0,0.320859730450914,0.3518803665955166,0.0,0.0,0.2930910632014485,0.3539367678443748,0.0,0.0,0.2660206461850003,0.16081453570631243,0.0,0.0,0.2904155990514239,0.13248132059514228,0.0,0.0,0.23869272814484832,0.23750718189494435,0.0,0.0,0.23557651478550978,0.2904797435545272,0.0,0.0,0.26334518203497526,0.32035845946459185
125,Ca2Ge2I24K8Pb3Sr,0.0,0.0,0.20805797864689746,0.20394063638954396,0.0,0.0,0.20759387978407062,0.25601543555178496,0.0,0.0,0.27068529725317925,0.32129009003607845,0.0,0.0,0.252963557760137,0.13795581732685758,0.0,0.0,0.2581604247173255,0.145620195190304,0.0,0.0,0.30306600383056503,0.26903306210342226,0.0,0.0,0.3035301026933914,0.32371208638697224,0.0,0.0,0.24043868522428324,0.3263502427782159
126,Ge5I24K8PbSr2,0.0,0.0,0.3174472934320298,0.26831664792881105,0.0,0.0,0.3132647445980168,0.3229372512977533,0.0,0.0,0.0863929823099121,0.19715733799365687,0.0,0.0,0.19461390594004113,0.14304687617859235,0.0,0.0,0.19677321738681242,0.13989772159498148,0.0,0.0,0.07393982989482373,0.14702679624110226,0.0,0.0,0.07812237872883632,0.14493552182409575,0.0,0.0,0.30499414101694144,0.25072006119599477
127,CaGe2I24K8Pb2SnSr2,0.0,0.0,0.24917778768794596,0.21067191844354216,0.0,0.0,0.28563887868170657,0.34149682609542165,0.0,0.0,0.28563887868170657,0.34149679651561593,0.0,0.0,0.26493794996828735,0.14590651812049282,0.0,0.0,0.2748966789794216,0.12519535381147895,0.0,0.0,0.290656841259763,0.2176443957802645,0.0,0.0,0.25419575026600194,0.334627478180475,0.0,0.0,0.25419575026600194,0.3346274574582706
128,BaBr24Ca2GeK8Pb2Sr2,0.0,0.0,0.15477541213554025,0.0010778478476018982,0.0,0.0,0.03583527816677945,0.05388031136049376,0.0,0.0,0.10394606149950691,0.1236504642827283,0.0,0.0,0.021128416098324276,0.12314430398006326,0.0,0.0,0.1763378135653273,0.228325985647301,0.0,0.0,0.042690817528111324,-0.03123845719979279,0.0,0.0,0.16163095149687168,0.11833961494181722,0.0,0.0,0.09352016816414421,0.132056537321247
129,BaBr24GeK8Pb4SnSr,0.0,0.0,0.1172906702327734,0.11957108595875976,0.0,0.0,0.18862583894130758,0.20255566054719187,0.0,0.0,0.00827843523944738,-0.02296126910413543,0.0,0.0,0.08375700642387818,0.07795847052584026,0.0,0.0,0.13599543855499396,0.12700700209984062,0.0,0.0,0.10246177474609919,0.13639534475829596,0.0,0.0,0.031126606037564564,0.1420985928005778,0.0,0.0,0.21147400973942476,0.10336858901601476
130,Ba4Br24K8PbSn2Sr,0.0,0.0,0.20812290329988414,0.19343976713623867,0.0,0.0,0.3243732720632364,0.2538945783469826,0.0,0.0,0.29175245279800555,0.2572132666706497,0.0,0.0,0.1883116163510783,0.3089336848941131,0.0,0.0,0.2142762145131929,0.2143562499286653,0.0,0.0,0.19446492756438705,0.07497590589284009,0.0,0.0,0.07821455880103523,0.13310109027451622,0.0,0.0,0.11083537806626564,0.1649654585342697
131,BaBr24CaGe4K8Sr2,0.0,0.0,0.06509241106202923,0.05091335738521696,0.0,0.0,0.1306677208442717,0.13059270383093224,0.0,0.0,0.1306677208442717,0.1305927088512857,0.0,0.0,0.2014019381955241,0.20791353168770765,0.0,0.0,-0.14113138701972439,-0.0612252771118742,0.0,0.0,-0.004821859886229962,-0.0798504028133058,0.0,0.0,-0.07039716966847243,-0.06935859931743504,0.0,0.0,-0.07039716966847243,-0.06935855699845206
132,Ba3Br24GeK8Pb2SnSr,0.0,0.0,0.18098140620413838,0.15380660850031092,0.0,0.0,0.23248120738693867,0.2944943081746625,0.0,0.0,0.23248120738693867,0.2944942854556891,0.0,0.0,0.3361419459660602,0.23046048791857565,0.0,0.0,-0.02392806057528718,-0.025901525033233064,0.0,0.0,0.13123247918663417,0.050400571764915636,0.0,0.0,0.07973267800383432,0.11461026055971546,0.0,0.0,0.07973267800383432,0.11461028338343304
133,Ba2Cl24Ge5K8Sn,0.0,0.0,0.06613846667389911,0.04484414862755859,0.0,0.0,0.05647772738825063,0.07889735641568141,0.0,0.0,-0.20312154037194086,-0.13950985331473964,0.0,0.0,-0.10532916428743588,-0.18840604135699213,0.0,0.0,-0.12205880180959294,-0.2048296809331953,0.0,0.0,-0.2935264327709284,-0.14822936287846122,0.0,0.0,-0.28386569348527946,-0.15305973252128613,0.0,0.0,-0.024266425725088414,-0.11704991545999555
134,BaCa3Cl24GeK8PbSnSr,0.0,0.0,-0.027245356588783576,-0.16574822960343782,0.0,0.0,-0.12681728380038404,-0.12508672887547068,0.0,0.0,-0.14871773908069397,-0.11989329505013879,0.0,0.0,-0.1461719808296702,-0.04449524529533111,0.0,0.0,0.004730630882008757,0.09285861847767096,0.0,0.0,-0.11419599335887787,-0.1596972334007809,0.0,0.0,-0.01462406614727696,-0.06547435766462772,0.0,0.0,0.007276389133032968,-0.03610080628532275
135,BaCl24Ge2K8Pb2Sn2Sr,0.0,0.0,-0.03418681406445545,-0.054545696323616166,0.0,0.0,0.016092976370092327,0.05617578102991461,0.0,0.0,-0.1491436955715182,-0.17307651916456468,0.0,0.0,-0.14218971946105796,-0.17734685057497002,0.0,0.0,0.027294102911065377,-0.07767212580494265,0.0,0.0,-0.08070880248553758,-0.04674335565314003,0.0,0.0,-0.13098859292008536,0.017052930144532574,0.0,0.0,0.0342480790215256,-0.026476602838679142
136,Ba2Ca6Cl24K8,0.0,0.0,-0.031363041914136414,-0.2277246486447484,0.0,0.0,-0.24473059372864947,-0.07263896818845206,0.0,0.0,-0.24473059372864947,-0.07263896818845206,0.0,0.0,-0.031363041914136414,-0.22772464864474662,0.0,0.0,-0.1288377316154352,-0.0899555847008191,0.0,0.0,-0.1288377316154352,-0.08995558470081111,0.0,0.0,0.0845298201990774,0.06513009575548034,0.0,0.0,0.0845298201990774,0.0651300957554799
137,C8H48CaI24N8PbSn6,0.5104559472046853,4.010797738302897,0.28417752228193605,0.29980779309442607,0.6182155757292378,3.793030097072554,0.3343703925262864,0.31092873366585483,0.5724290739746607,4.4800113191480975,0.3355326536870833,0.3097401660999637,0.5758833607051947,4.48394721126431,0.3328959586432263,0.3242742116912898,0.5792655984665174,4.468959052024748,0.33052447845569555,0.3346689996734389,0.5758059776191544,4.462676603859372,0.33315841232107735,0.32382550869392857,0.5334201012620607,3.683466716321233,0.3302225405228989,0.33290326869067766,0.6392851236264221,4.055759404846852,0.38099383114466745,0.3503074638171957
138,C8H48BaCaI24N8Pb2Sr4,0.14074220242561544,4.3521476280892974,0.33719094568611974,0.33329970345266124,0.09879721994437318,4.465201797713503,0.42127005356297786,0.3812243111112812,0.06209535862618054,4.199498123078198,0.39642522898054944,0.37910117378092956,0.07115904304416086,5.236202399476981,0.3072967264949171,0.42094126882930194,0.15864400305302775,4.167687793280752,0.37835316959104226,0.4364382426943365,0.147408090792311,5.061760287827429,0.4697113972480813,0.4872839044842858,0.1219130562544914,4.868092630399337,0.35457021023692326,0.4075313792198676,0.08065953814303839,3.9393187273394323,0.437507813869741,0.37040540610940287
139,C8H48Ba2GeI24N8Sn5,1.1054668325938013,3.9955225548174944,0.5251504061300536,0.5017182450507134,1.082837424093185,4.455497977190906,0.522345929849314,0.49878412957303553,1.8151608065250002,9.383518759713901,0.32201418909953095,0.3131996739387848,0.049199905293703335,6.204202967800573,0.38788284374526594,0.3714154975149748,0.27419045082924715,4.740242493982864,0.4805098412004134,0.33531358569406633,1.5315042292956207,8.60635065654747,0.41480118904573215,0.3572340140487169,0.3777509520189483,4.615754425959472,0.27105713449134017,0.324506718635142,0.352516656155988,4.696415443153183,0.2678572911895878,0.3584787400758338
140,C8H48BaBr24Ca2N8Pb3Sr2,0.41545286867712233,4.5937847444163245,0.11804935570797781,0.06917866729773792,0.38722625023734736,4.47132569799827,0.10724423860677623,0.10541666238358172,0.4725833462424305,5.227102618749837,0.08766002447289356,0.19265151412014525,0.3809148518306902,4.12660606618018,0.18920663747801214,0.14472433899158288,0.4242907270642947,4.990170716856676,0.2498676207901318,0.299586648293952,0.5156206146203886,4.192768011043825,0.14629392428322197,0.19991823757612925,0.5059759036701242,4.347530131329086,0.22874535803504692,0.19008441280426425,0.47907777430978626,4.491321568438842,0.2182125500789036,0.19548129856445762
141,C8H48Br24Ca3Ge4N8Pb,1.3532499792247723,7.073237653718989,0.0692320505088313,0.09419471054929796,0.8092064318993835,3.710380901225766,0.2142332337825228,0.05376222039412237,0.07300301182633007,5.921224183322026,0.20270976768847104,0.05360205522129524,2.0520134973313082,7.454599243866498,0.15422310362379976,0.08037715644119192,2.605310379896529,9.675372426414501,0.05843238031720377,0.0573744394249851,0.39895970809709524,4.910960415396934,0.10037139784116222,0.0542222692906269,1.6819447921023687,7.102646616098169,0.03819162731456105,0.04730891976854412,1.1163039659546996,5.007530823625217,0.18441680405546412,0.15102176225693853
142,C8H48BaBr24CaN8Pb3SnSr2,0.35743863366808265,5.242612924005589,0.10061717312605811,0.12180454626020021,0.2698283946045592,5.76297559440181,0.17796049495565258,0.19487667619445492,0.44662359614591196,4.889964021584477,0.20854299507116325,0.19002628840142322,0.504955839577303,6.6601424042795365,0.25744046951293553,0.29379304897711167,0.30526712457590044,4.936197120568592,0.12545644992738003,0.15332482542035386,0.24121953733504392,7.13300530648554,0.08198181773040991,0.1900988316555039,0.48470061114531116,6.121463918311283,0.158635081199479,0.18244707841382946,0.39555028598590525,4.891759489417352,0.23372958720782622,0.17259259813495031
143,C8H48BaBr24Ca4N8PbSn2,0.654959252003444,4.9639748579644065,0.08296829969161523,0.04754055650371125,0.4815079606616166,4.151514966213128,0.10840056795100139,0.08168837799630291,0.6567127717138139,5.797197650558777,-0.025430383684196922,0.09793632948534237,0.39919666917856317,3.7774097550425147,0.11698458975085524,0.04464594133408184,0.6051545530582554,4.745936093051907,0.2897871630666806,0.29357201765911656,0.8578584113915326,4.382177985966318,0.1448930782691895,0.16789460938944822,0.7754252289837483,4.441071841653305,0.15384769831851175,0.16515608775880164,0.6050015769263553,4.589219673667089,0.18025379079278192,0.19372827510276025
144,C8H48BaCa4Cl24N8Pb3,0.6721785901250839,5.13328719075759,-0.06856812446854432,-0.10001050371512088,0.614973345821511,4.978090780994489,-0.0771848977731735,-0.06678215470327942,0.6821730119724507,5.975221566050485,-0.17206469270749203,-0.05107941545761818,0.49702199140694325,4.465383348279888,-0.07025522004110085,-0.10226127038984512,0.7498617526501696,5.102841947876006,0.15505562491735914,0.1668739343187191,0.9297198592880704,4.595552914933462,0.05109452600776976,0.06883340155297724,0.8161563985082566,4.825724959381489,0.058749380748415625,0.06630365175636932,0.761871282461783,5.040789538096376,0.050527922813128345,0.0710112630588946
145,C8H48Ca2Cl24Ge3N8PbSr2,1.1640382533675842,7.840774568438354,-0.10096855904746782,-0.02482437824905226,0.1752690428172059,3.9718010916509954,0.059899018370796586,-0.07210550257162751,0.8594112464075749,4.382924823333822,0.12080650269260707,0.011161499474471981,0.8441929735801287,4.137047769752221,0.12007379438228893,0.04665216896906754,1.1488627750822429,5.769024144461969,-0.1702299949241466,-0.09049087305965253,1.165672896379761,5.384081168268696,-0.17016549853022722,-0.08738710909881098,1.8690266741762842,7.860943010937071,-0.10615109952864499,-0.08462316336132325,0.838503919027346,6.206603503164283,0.05672542305024342,0.020285557090855555
146,C8H48BaCl24Ge3N8Sn2Sr2,0.8838335279968764,6.681798085305786,0.03137462259249579,0.07181532699997417,1.1269691479280652,5.297918392392321,0.04598718411245484,0.06432224852456292,1.1682853445916237,6.250110345403171,0.21518024996238028,0.16612434266996745,2.4726988260768006,6.462410178083422,0.0305458815680848,-0.0036204842685130245,3.541959057959041,10.892341552550441,-0.17857903084604176,-0.024442705440165025,0.44565702274130103,3.9803112311146394,-0.007534364218025669,-0.10356135693113666,0.9154007865366449,6.669797749126353,-0.02298689486035954,0.03458482084300485,1.1629737043452053,6.68234487839984,-0.006507583093239511,-0.023067787748137114
147,C8H48CaCl24N8Pb3Sn4,0.6039431756079058,5.647092252727721,-0.07008297050053036,-0.05294729996924685,1.5521590830541356,5.2921742525002635,-0.020483775765701484,-0.00617741706578645,0.7101090826365066,4.358318201505211,0.012301273082980124,-0.005335784201782712,1.6067492167595854,5.780378151961294,-0.02418606142333557,0.006125806351791496,1.4572843365627928,4.646369711585941,0.005777175208975915,0.04256755577480975,0.5722467250165835,4.767060927602525,0.044094425981549,0.04061774067122137,0.6241608933596399,5.139069622311929,0.0401676162457516,0.06339778668101292,1.5364918389039417,5.266697623720866,0.09034633852763596,0.035105699499794696
148,I24Pb5Rb8Sn2Sr,0.0,0.0,0.3311254714398957,0.33023130784459465,0.0,0.0,0.2773172053754851,0.2791763999682506,0.0,0.0,0.2773172053754851,0.2791763994439971,0.0,0.0,0.3122438232574569,0.3097940383989415,0.0,0.0,0.30834940271661404,0.3407654956901265,0.0,0.0,0.28946775453417484,0.3423476664490215,0.0,0.0,0.34327602059858586,0.30072031103988195,0.0,0.0,0.34327602059858586,0.300720304267978
149,CaI24Pb4Rb8SnSr2,0.0,0.0,0.2673747472878385,0.2702008318400808,0.0,0.0,0.33649418628639527,0.33423390164472755,0.0,0.0,0.33649418628639527,0.3342339016367597,0.0,0.0,0.2807055814540562,0.283238236668355,0.0,0.0,0.3495958714888503,0.2964425011469327,0.0,0.0,0.36292670565506757,0.29646647291479766,0.0,0.0,0.29380726665651125,0.35396885225057817,0.0,0.0,0.29380726665651125,0.3539688565842032
150,Ba2CaI24PbRb8Sn2Sr2,0.0,0.0,0.34878765737817785,0.30788798659380623,0.0,0.0,0.4312346141455601,0.3500611919360308,0.0,0.0,0.4020368634773366,0.35217691037793486,0.0,0.0,0.37107939976451076,0.4740347895036847,0.0,0.0,0.3758861047388389,0.4493440228252812,0.0,0.0,0.3981778471251718,0.2976059591943443,0.0,0.0,0.31573089035779,0.3184881635693988,0.0,0.0,0.3449286410260135,0.34877714466670007
151,Ge6I24PbRb8Sn,0.0,0.0,0.16582033781581762,0.0752602414202519,0.0,0.0,0.08910099868877897,0.16163077809089366,0.0,0.0,0.05436484862521551,0.16334690118593187,0.0,0.0,0.16582033781581762,0.0752602522912924,0.0,0.0,0.15371178451232614,0.15747985569770684,0.0,0.0,0.15371178451232614,0.15747985518426466,0.0,0.0,0.23043112363936524,0.2265408431180389,0.0,0.0,0.2651672737029287,0.26287605332921427
152,GeI24PbRb8Sn2Sr4,0.0,0.0,0.35487731812964274,0.34033981681862535,0.0,0.0,0.3511673663570587,0.3944921199452618,0.0,0.0,0.32303135888637646,0.3954354945912524,0.0,0.0,0.43872845931433346,0.33758694437727366,0.0,0.0,0.18111750625246215,0.18163239572821333,0.0,0.0,0.26496864743715287,0.26825011403949794,0.0,0.0,0.26867859920973736,0.2663951381532055,0.0,0.0,0.29681460668041915,0.2954882249551205
153,Br24Ca2Ge2PbRb8Sn3,0.0,0.0,-0.00989456521559573,-0.023541808557077548,0.0,0.0,-0.011920945523040682,-0.009750467388793815,0.0,0.0,-0.07720437123650736,-0.045611271060670866,0.0,0.0,-0.04341924785532081,-0.06250383275126392,0.0,0.0,0.0875533757860043,0.06973824089158809,0.0,0.0,0.05402869314627967,0.07410074223118457,0.0,0.0,0.05605507345372418,0.07308755207746209,0.0,0.0,0.1213384991671913,0.1014353339041878
154,Ba2Br24Pb3Rb8SnSr2,0.0,0.0,0.17020490834501745,0.16931527470558239,0.0,0.0,0.16952364279535814,0.18004113948498812,0.0,0.0,0.24206758861744815,0.25752283487423533,0.0,0.0,0.2670474553675666,0.24503290149917678,0.0,0.0,0.06377367694258673,0.10430165629380284,0.0,0.0,0.16061622396513542,0.12434377347676362,0.0,0.0,0.1612974895147956,0.1240031407019333,0.0,0.0,0.08875354369270516,0.127858087223097
155,Ba2Br24Ge2Pb2Rb8Sr2,0.0,0.0,0.2511241497608796,0.11981363648406873,0.0,0.0,0.11496742581490649,0.22898541083652857,0.0,0.0,0.19166323010014175,0.3114300406146011,0.0,0.0,0.3174019526811489,0.20119859228106396,0.0,0.0,-0.0652414157642327,-0.012409571440815892,0.0,0.0,0.001036387156036156,-0.023911341429727173,0.0,0.0,0.1371931111020097,0.0876366856677615,0.0,0.0,0.06049730681677401,0.09544562414769286
156,Br24Ca3GePb4Rb8,0.0,0.0,-0.008248616165497324,-0.005452936455246693,0.0,0.0,-0.005454676940876535,-0.006849906067557754,0.0,0.0,-0.005454676940876535,-0.00684990683578901,0.0,0.0,-0.047041960699644836,-0.04704023164901017,0.0,0.0,0.15024332544328178,0.10865781354644666,0.0,0.0,0.11144998090913516,0.11145175353930048,0.0,0.0,0.10865604168451348,0.12945146686082554,0.0,0.0,0.10865604168451348,0.1294514554258317
157,Br24CaPb3Rb8Sr4,0.0,0.0,0.053546180427464396,0.05354797930189381,0.0,0.0,0.12304094342975302,0.11845607332040498,0.0,0.0,0.12304094342975302,0.11845607597519292,0.0,0.0,0.1138675705479959,0.12304276241607104,0.0,0.0,0.11753598841068191,0.11753780580385786,0.0,0.0,0.17785737853121342,0.10836443026731324,0.0,0.0,0.10836261552892479,0.14311181176845755,0.0,0.0,0.10836261552892479,0.14311183188034615
158,Ca4Cl24GeRb8SnSr2,0.0,0.0,-0.18649848052547435,-0.11620422563899213,0.0,0.0,-0.06494460924791712,-0.1834299556398613,0.0,0.0,-0.15058912688623227,-0.1759512307508304,0.0,0.0,-0.18649848052547435,-0.11620420394101583,0.0,0.0,-0.037310072541711925,-0.04367480885174402,0.0,0.0,-0.037310072541711925,-0.04367481058986922,0.0,0.0,-0.15886394381926872,-0.1538417718278584,0.0,0.0,-0.07321942618095312,-0.06048060442443948
159,Ca2Cl24GePb2Rb8Sn2Sr,0.0,0.0,-0.13086616903682602,-0.15532611848734845,0.0,0.0,-0.15101252872932713,-0.13414411753763344,0.0,0.0,-0.08396316500962353,-0.05961628421144338,0.0,0.0,-0.15846217891141734,-0.19071047307846367,0.0,0.0,-0.005475940434750193,-0.07686798144082196,0.0,0.0,-0.03307195030934196,-0.07207983274406571,0.0,0.0,-0.012925590616840399,-0.0008632266673371802,0.0,0.0,-0.07997495433654356,0.004191602299185693
160,Ba5CaCl24GeRb8Sn,0.0,0.0,-0.15719052293455826,0.011482498894126891,0.0,0.0,0.28730173294202555,0.05606196585859502,0.0,0.0,0.19268407529502696,0.0652020929928585,0.0,0.0,0.013072965520286584,0.2257430538447478,0.0,0.0,0.07158609435246488,0.07614639571068027,0.0,0.0,0.24184958280731017,0.05713897466881779,0.0,0.0,-0.20264267306927453,-0.047447597818050635,0.0,0.0,-0.10802501542227594,0.06477147431012753
161,Ba6Cl24Rb8Sn2,0.0,0.0,0.0862350161629557,0.2028438373224608,0.0,0.0,0.22364534238196088,0.09743863863833546,0.0,0.0,0.22364534238196088,0.09743863863833546,0.0,0.0,0.0862350161629557,0.20284383732246036,0.0,0.0,0.11570395342443573,0.1043092583063654,0.0,0.0,0.11570395342443573,0.10430925830636095,0.0,0.0,-0.021706372794569884,-0.0010959403777617283,0.0,0.0,-0.021706372794569884,-0.0010959403777621723
162,Ba2Ca3Cl24Ge3Rb8,0.0,0.0,-0.029792176711757268,-0.10701908915577674,0.0,0.0,-0.01967695674165837,-0.14434945923373022,0.0,0.0,-0.01967695674165837,-0.14434940021511,0.0,0.0,-0.05789664236190406,0.10470794680669515,0.0,0.0,-0.053099881842809005,0.07592425938941716,0.0,0.0,-0.08120434749295669,-0.17231403490424047,0.0,0.0,-0.0913195674630547,-0.1913887714763276,0.0,0.0,-0.0913195674630547,-0.1913887211382539
163,Ba2I24K8PbSr5,0.0,0.0,0.3098080600508024,0.3628438485192538,0.0,0.0,0.31074154196319004,0.351839128199142,0.0,0.0,0.41384629958732067,0.3486109642906978,0.0,0.0,0.38984668091490393,0.36061077362690597,0.0,0.0,0.38807874058926517,0.3863139773217661,0.0,0.0,0.4681173614533667,0.4686472801819246,0.0,0.0,0.46718387954097906,0.4691140211381182,0.0,0.0,0.364079121916848,0.3628427067092521
164,BaCa4Cl24Ge3K8,0.0,0.0,-0.13447601173386037,-0.13447446225479975,0.0,0.0,-0.08030923335489026,-0.18780557964895328,0.0,0.0,-0.08030923335489026,-0.1878055434208683,0.0,0.0,-0.29530497551430646,-0.08030767234116043,0.0,0.0,0.02124251841717406,0.021244094171370076,0.0,0.0,-0.13958644536327203,-0.19375168421613154,0.0,0.0,-0.19375322374224213,-0.16666829502664626,0.0,0.0,-0.19375322374224213,-0.1666682834919775
165,C8H40BaGeI24N16Sn6,1.9864282064180325,16.392248853802275,0.45666600512763944,0.60612405043811,1.9752985742429698,18.95835487658135,0.2629363982135273,0.39908317859893216,2.1768504855386483,15.156270194778042,0.32458686393325076,0.4561535176574494,1.835104054603966,15.80522083289393,0.33474166189411525,0.4514448550268746,1.7216371040153637,11.851704825544438,0.32635141999796735,0.38237934117602457,2.01333398214359,16.251694248822872,0.33363119777018957,0.4882094935351007,1.875139698065703,14.432598670948837,0.4111623734398351,0.42413159037708326,1.8730435968333905,22.075288194420533,0.24067418387913042,0.5092191620327906
